Sat Jan 13 07:31:40 1996																
Mon Aug  7 11:48:29 1995	tre94	Anton Treuenfels	An Efficient Flood Visit Algorithm	cuj	1994	have	flood fill			article		12	8	aug		
Mon Aug  7 11:22:31 1995	wil95	K.B. Williams	Magic Matrix Multiply	cuj	1995	have	matrix			article		13	6	jun		
Mon Aug  7 11:21:14 1995	dwy95	Jerry Dwyer	Quick and Portable Random Number Generators	cuj	1995	have	random numbers			article						
Fri Nov  3 06:01:00 1995	kit86b	J. Kittler and J. Foeglein	On Compatibility and Support Functions in Probabilistic Relaxation	cvgip	1986	have	segmentation-relaxation			article		34			257--267	
Fri Nov  3 05:58:44 1995	chr95	William J. Christmas and Josef Kittler and Maria Petrou	Structural Matching in Computer Vision Using Probabilistic Relaxation	t-pami	1995	have	segmentation-relaxation			article		17	8	aug	749--764	
Sun Jul 23 11:00:01 1995	pri93	Tim Prince	Performance Tuning a Complex FFT	cuj	1993	have	fft		pre88	article	how to optimize FFT code from Numerical Recipes					
Sat Jan 28 05:36:16 1995	mil79	Milgram and Herman	Clustering Edge Values for Threshold Selection Intentionally	unknown	unknown	have	thresholding			article						
Sat Jan 28 05:35:09 1995	ros94	Rosenfeld	Image Analysis and Computer Vision: 1993	unknown	unknown	have	survey			article						
Fri Jul 21 19:58:33 1995	ros95	Azriel Rosenfeld	Image Analysis and Computer Vision: 1994	iu	1995	have	survey			article						
Fri Jul 21 19:55:51 1995	new95	Newman and Jain	A Survey of Automated Visual Inspection	iu	1995	have	applications, survey			article						
Fri Jul 21 19:54:00 1995	tsa95	Du-Ming Tsai	A Fast Thresholding Selection Procedure for Multimodal and Unimodal Histograms	prl	1995	have	threshold, segmentation, histogram			article						
Fri Jul 21 19:51:08 1995	lam92	Lam and others	Thinning Methodologies - A Comprehensive Survey	t-pami	1992	have	thinning, survey			article						
Fri Jul 21 19:47:47 1995	kim95	Jihong Kim and Yongmin Kim	Efficient 2-D Convolution Algorithm with the Single-Data Multiple Kernel Approach	gmip	1995	have	convolution	implemented		article						
Sun Jul 23 11:33:56 1995	lev84	Martin D. Levine and Ahmed M. Nazif	An Optimal Set of Image Segmentation Rules	prl	1984	have	segmentation		lev85, lev82	article						
Sun Jul 23 11:37:47 1995	lev81	Martin D. Levine and Samir I. Shaheen	A Modular Computer Vision System for Picture Segmentation and Interpretation	t-pami	1981	have				article		3	5	sep	540--556	
Sun Jul 23 11:30:32 1995	lev85	Martin D. Levine and Ahmed M. Nazif	Dynamic Measurement of Computer Generated Image Segmentations	t-pami	1985	have, implemented	segmentation, measurement			article		7	2	mar	155--164	
Fri Jul 21 19:44:05 1995	nic95	C.J. Nicol	A Systolic Approach for Real Time Connected Complement Labeling	iu	1995	have	connected components			article						
Tue Nov 14 05:35:15 1995	j-acm		Journal of the Association for Computing Machines							abbreviation						
Fri Nov 17 05:50:21 1995	proc-cvpr85		Proceedings Computer Vision and Pattern Recognition 85							abbreviation						
Tue Nov 14 05:31:19 1995	proc-ijcpr2		Proceedings 2nd International Joint Conference on Pattern Recognition							abbreviation						
Sun Sep 24 11:59:14 1995	ivc		Image and Vision Computing							abbreviation						
Sun Sep 24 11:45:24 1995	t-ip		IEEE Transactions on Image Processing							abbreviation						
Sun Sep 24 11:32:55 1995	proc-ieee		Proceedings of the IEEE							abbreviation						
Mon Sep 11 10:37:56 1995	t-cs		IEEE Transactions on Circuits and Systems							abbreviation						
Sun Sep 17 13:57:42 1995	pr		Pattern Recognition							abbreviation						
Sun Jul 23 11:35:04 1995	prl		Pattern Recognition Letters							abbreviation						
Sun Jul 23 11:26:43 1995	t-pami		IEEE Transactions on Pattern Analysis and Machine Intelligence							abbreviation						
Sun Jul 23 11:26:27 1995	iu		Image Understanding							abbreviation						
Mon Sep 11 10:25:24 1995	t-smc		IEEE Transactions on Systems, Man, and Cybernetics							abbreviation						
Sun Sep 24 11:48:20 1995	cvgip		Computer Vision, Graphics, and Image Processing							abbreviation						
Mon Sep 11 10:24:22 1995	cgip		Computer Graphics and Image Processing							abbreviation						
Mon Sep 11 10:23:13 1995	t-assp		IEEE Transactions on Acoustics, Speech, and Signal Processing							abbreviation						
Mon Sep 11 10:22:17 1995	t-sp		IEEE Transactions on Signal Processing							abbreviation						
Sun Sep 17 13:50:04 1995	t-c		IEEE Transactions on Computers							abbreviation						
Wed Sep 20 07:10:25 1995	cuj		C Users Journal							abbreviation						
Sun Oct  1 13:20:32 1995	wiley		Wiley							abbreviation						
Tue Oct 17 19:10:39 1995	t-aes		IEEE Transactions on Aerospace and Electronic Systems							abbreviation						
Wed Sep 20 07:11:23 1995	t-cs		IEEE Transactions on Circuits and Systems							abbreviation						
Sun Oct  1 13:08:01 1995	academic		Academic Press							abbreviation						
Sun Oct  1 13:10:43 1995	prentice-hall		Prentice-Hall							abbreviation						
Sun Oct  1 13:12:09 1995	mcgraw-hill		McGraw-Hill							abbreviation						
Sun Oct  1 13:13:40 1995	addison-wesley		Addison-Wesley							abbreviation						
Tue Oct 17 19:19:17 1995	spie-ss		SPIE Smart Sensors							abbreviation						
Sun Oct  1 13:31:59 1995	spie-ipat		SPIE Image Processing Algorithms and Techniques							abbreviation						
Tue Oct 17 19:16:05 1995	ml		Machine Learning							abbreviation						
Tue Nov 14 06:17:58 1995	acta-ster		Acta Stereologica							abbreviation						
Wed Nov 15 05:44:14 1995	jvcir		Journal of Visual Communications and Image Representation							abbreviation						
Sun Jul 23 11:25:39 1995	gmip		Graphical Models and Image Processing							abbreviation						
Fri Jul 21 19:11:36 1995	cho95	Choy et.al.	New Single-Pass Algorithm for Parallel Thinning	iu	1995	have	thinning	good to implement		article						
